"","name_img","whiteRatio","sizeRatio","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","fit.cluster"
"1","img-1.png",15,166,240,26,1,60,547,158,72,238,3,"0.0539906103286385",13
"2","img-10.png",1087,209,65,350,513,453,476,435,449,445,407,"0.428571428571429",26
"3","img-100.png",287,433,20,293,493,298,209,173,180,239,255,"0.30952380952381",5
"4","img-1000.png",185,233,254,170,406,184,184,296,377,70,83,"0.193548387096774",5
"5","img-1001.png",179,436,136,222,426,246,218,293,368,42,59,"0.1875",5
"6","img-1002.png",259,437,108,126,453,276,245,257,447,53,122,"0.246666666666667",5
"7","img-1003.png",1520,452,209,476,603,516,572,539,511,467,407,"0.5",18
"8","img-1004.png",880,304,440,509,386,390,421,191,77,586,489,"0.25",14
"9","img-1005.png",162,235,479,351,137,98,48,42,68,94,201,"0.337209302325581",13
"10","img-1006.png",134,178,536,127,155,104,55,57,46,75,264,"0.321428571428571",13
"11","img-1007.png",220,237,489,428,223,220,71,55,56,86,285,"0.295454545454545",13
"12","img-1008.png",191,266,450,358,225,154,96,31,60,84,264,"0.357142857142857",13
"13","img-1009.png",207,245,491,350,205,172,106,40,75,111,272,"0.327380952380952",13
"14","img-101.png",542,215,87,232,455,585,502,212,259,239,218,"0.285714285714286",17
"15","img-1010.png",250,331,407,112,46,41,96,509,477,239,229,"0.285714285714286",27
"16","img-1011.png",218,349,383,145,38,26,66,458,460,258,255,"0.294642857142857",27
"17","img-1012.png",279,353,345,239,35,45,42,401,511,308,273,"0.314516129032258",27
"18","img-1013.png",206,288,419,100,21,26,75,496,394,218,333,"0.283333333333333",27
"19","img-1014.png",272,329,333,180,15,35,79,317,509,326,379,"0.330645161290323",21
"20","img-1015.png",895,135,69,662,485,377,490,350,257,179,259,"0.269230769230769",30
"21","img-1016.png",995,120,169,608,398,443,385,274,240,335,362,"0.32",30
"22","img-1017.png",165,443,396,435,142,149,144,294,161,138,180,"0.205555555555556",13
"23","img-1018.png",677,381,55,330,492,516,480,304,496,259,94,"0.318181818181818",16
"24","img-1019.png",1167,421,55,151,543,628,521,490,511,516,332,"0.318181818181818",29
"25","img-102.png",1023,364,209,324,361,367,476,370,338,467,423,"0.547619047619048",3
"26","img-1020.png",362,416,225,711,364,303,357,202,315,80,59,"0.1875",24
"27","img-1021.png",256,239,313,530,280,314,283,192,539,19,168,"0.181034482758621",2
"28","img-1022.png",198,423,23,437,472,282,102,119,202,313,419,"0.35",5
"29","img-1023.png",264,338,136,465,576,322,188,159,202,218,419,"0.35",5
"30","img-1024.png",520,335,464,263,148,265,343,334,218,328,292,"0.761904761904762",2
"31","img-1025.png",450,3,1,11,106,107,2,2,383,547,626,"0.846153846153846",22
"32","img-1026.png",373,393,1,44,246,453,534,602,598,467,255,"0.142857142857143",23
"33","img-1027.png",358,342,1,55,269,401,294,129,37,146,397,"0.384615384615385",5
"34","img-1028.png",978,377,1,11,343,401,423,375,383,504,485,"0.307692307692308",3
"35","img-1029.png",853,466,1,13,229,375,504,554,476,213,574,"0.909090909090909",3
"36","img-103.png",1567,455,273,458,572,567,566,492,520,549,581,"0.8125",28
"37","img-1030.png",853,233,154,367,591,467,13,380,468,557,507,"0.333333333333333",14
"38","img-1031.png",74,215,79,277,152,6,56,110,52,38,82,"0.195652173913043",13
"39","img-1032.png",651,438,93,148,384,447,219,375,321,460,485,"0.307692307692308",19
"40","img-1033.png",1336,325,55,382,561,252,534,348,476,496,531,"0.454545454545455",8
"41","img-1034.png",1281,233,154,555,728,408,240,456,468,557,507,"0.388888888888889",1
"42","img-1035.png",318,394,468,604,242,349,333,339,315,345,159,"0.171875",2
"43","img-1036.png",551,397,557,664,304,282,307,294,326,406,253,"0.233333333333333",24
"44","img-1037.png",1173,68,1,470,727,676,617,228,57,64,268,"0.294117647058824",30
"45","img-1038.png",161,225,81,432,151,255,252,224,505,250,74,"0.183333333333333",5
"46","img-1039.png",581,235,358,437,325,282,343,80,240,202,227,"0.233333333333333",24
"47","img-104.png",424,416,383,127,191,169,120,239,507,440,398,"0.416666666666667",21
"48","img-1040.png",918,274,241,399,356,417,398,353,352,328,322,"0.3",10
"49","img-1041.png",632,243,358,437,263,379,343,134,141,328,322,"0.233333333333333",24
"50","img-1042.png",489,301,75,437,396,303,300,61,118,290,295,"0.3125",24
"51","img-1043.png",1064,387,35,437,480,379,441,236,240,267,370,"0.333333333333333",25
"52","img-1044.png",785,215,117,268,455,189,450,414,348,376,476,"0.227272727272727",19
"54","img-1046.png",451,429,352,232,174,192,394,568,421,309,337,"0.322916666666667",27
"55","img-1047.png",363,386,353,169,139,88,339,522,439,387,320,"0.33",27
"56","img-1048.png",596,379,383,266,205,193,370,584,462,444,345,"0.36",23
"57","img-1049.png",508,457,280,266,213,234,188,545,473,387,330,"0.36",27
"58","img-105.png",383,445,413,162,191,169,65,171,547,363,322,"0.395833333333333",21
"59","img-1050.png",292,460,258,184,191,99,223,523,405,230,308,"0.34375",27
"60","img-1051.png",577,8,1,181,356,359,281,80,161,179,556,"0.75",22
"62","img-1053.png",681,138,1,83,292,332,343,395,300,202,122,"0.333333333333333",17
"63","img-1054.png",1099,344,1,11,343,401,423,375,383,408,397,"0.384615384615385",3
"64","img-1055.png",665,289,1,11,176,401,510,375,383,408,397,"0.230769230769231",19
"65","img-1056.png",374,478,15,19,95,480,377,294,405,394,461,"0.645833333333333",23
"66","img-1057.png",452,131,270,507,347,332,343,358,95,78,299,"0.240740740740741",24
"67","img-1058.png",877,315,252,648,303,401,423,375,135,380,341,"0.423076923076923",10
"68","img-1059.png",1126,220,411,557,323,487,444,315,383,408,314,"0.442307692307692",9
"69","img-106.png",549,445,352,247,228,235,138,126,576,523,425,"0.375",21
"70","img-1060.png",442,421,87,99,481,594,188,334,60,305,201,"0.321428571428571",16
"71","img-1061.png",706,51,241,582,578,390,291,117,161,225,304,"0.222222222222222",30
"72","img-1062.png",233,214,64,140,382,469,355,34,181,295,186,"0.289473684210526",5
"73","img-1063.png",737,183,269,624,695,561,168,174,20,247,220,"0.342105263157895",30
"74","img-1064.png",675,145,484,602,254,331,574,421,511,185,76,"0.25",10
"75","img-1065.png",67,472,348,166,163,278,203,103,300,152,20,"0.131410256410256",13
"76","img-1066.png",942,142,1,37,356,332,215,179,300,432,322,"0.333333333333333",22
"77","img-1067.png",1031,276,1,8,122,332,441,476,411,508,419,"0.4",12
"78","img-1068.png",936,483,60,315,356,417,441,322,326,354,583,"0.7",3
"79","img-1069.png",421,7,1,64,292,332,343,40,46,414,612,"0.722222222222222",22
"80","img-107.png",503,353,468,162,205,169,99,239,554,409,367,"0.416666666666667",21
"81","img-1070.png",890,214,103,284,591,274,460,470,435,394,384,"0.416666666666667",11
"82","img-1071.png",803,478,19,69,229,582,557,414,130,571,574,"0.454545454545455",3
"83","img-1072.png",185,132,1,44,52,41,29,23,1,32,255,"0.571428571428571",13
"84","img-1073.png",650,81,59,33,479,569,462,422,225,278,379,"0.387096774193548",17
"85","img-1074.png",1198,466,298,595,495,472,188,461,473,179,471,"0.35",25
"86","img-1075.png",31,393,492,127,34,55,69,227,63,41,30,"0.155172413793103",13
"87","img-1076.png",51,361,501,196,42,47,54,251,51,58,93,"0.181034482758621",13
"88","img-1077.png",1005,365,26,555,701,292,188,246,391,577,519,"0.416666666666667",14
"89","img-1078.png",871,340,103,612,591,225,89,159,511,592,535,"0.305555555555556",14
"90","img-1079.png",840,442,241,339,552,332,410,294,368,328,74,"0.375",16
"91","img-108.png",401,461,315,219,205,169,99,159,570,440,398,"0.385416666666667",21
"92","img-1080.png",1329,329,48,387,536,480,438,159,435,567,507,"0.479166666666667",8
"93","img-1081.png",1283,161,222,508,343,423,364,68,443,523,465,"0.365384615384615",1
"94","img-1082.png",769,161,1,127,292,332,343,419,435,328,322,"0.416666666666667",19
"95","img-1083.png",701,438,103,232,292,142,410,419,226,394,480,"0.916666666666667",23
"96","img-1084.png",476,288,187,127,110,112,47,519,601,402,427,"0.324074074074074",27
"97","img-1085.png",467,253,255,500,576,282,233,159,161,179,201,"0.25",24
"98","img-1086.png",861,88,37,452,614,438,298,367,229,254,340,"0.362068965517241",30
"99","img-1087.png",1222,301,62,501,675,525,457,391,406,348,387,"0.431034482758621",26
"100","img-1088.png",861,88,37,372,666,470,388,311,318,348,316,"0.379310344827586",30
"101","img-1089.png",1053,84,214,612,541,361,404,323,360,388,377,"0.351851851851852",1
"102","img-109.png",456,393,455,200,154,142,80,202,554,440,367,"0.395833333333333",21
"103","img-1090.png",1342,95,154,555,708,527,493,412,391,441,450,"0.425925925925926",26
"104","img-1091.png",977,243,273,437,396,460,357,256,210,394,295,"0.375",14
"105","img-1092.png",916,252,257,470,427,362,375,325,184,360,309,"0.352941176470588",10
"106","img-1093.png",314,244,103,367,235,256,240,198,161,225,247,"0.222222222222222",5
"107","img-1094.png",632,336,28,437,340,277,274,228,231,256,268,"0.352941176470588",16
"108","img-1095.png",1100,344,31,361,455,427,410,363,368,394,384,"0.40625",25
"109","img-1096.png",706,344,42,34,306,451,404,262,268,328,299,"0.407407407407407",17
"110","img-1097.png",960,476,42,86,306,516,493,323,300,357,299,"0.425925925925926",3
"111","img-1098.png",1202,261,453,637,455,417,441,395,411,267,322,"0.4",9
"112","img-1099.png",956,381,194,664,480,379,343,294,300,328,322,"0.3",25
"113","img-11.png",610,205,268,559,341,332,421,294,300,297,227,"0.316666666666667",10
"114","img-110.png",544,378,383,219,214,142,188,376,531,409,398,"0.364583333333333",21
"115","img-1100.png",1257,279,44,266,534,483,508,170,240,523,482,"0.46",6
"116","img-1101.png",1306,184,154,347,455,467,474,198,300,532,427,"0.37037037037037",6
"117","img-1102.png",1188,259,73,342,468,340,441,114,174,548,482,"0.46",6
"118","img-1103.png",1198,358,93,55,384,679,600,375,15,460,619,"0.653846153846154",3
"119","img-1104.png",1592,249,1,296,618,699,657,640,535,547,397,"0.384615384615385",28
"120","img-1105.png",1204,138,1,64,73,225,188,419,511,567,639,"0.916666666666667",12
"121","img-1106.png",541,403,43,55,226,699,600,182,190,350,397,"0.384615384615385",17
"122","img-1107.png",1495,387,160,191,384,711,657,375,443,504,447,"0.346153846153846",29
"123","img-1108.png",525,131,126,647,384,269,364,248,321,209,368,"0.288461538461538",24
"124","img-1109.png",139,319,570,426,132,122,21,90,511,109,36,"0.192857142857143",2
"125","img-111.png",549,461,394,200,174,225,188,171,564,455,337,"0.40625",21
"126","img-1110.png",485,438,93,437,303,295,294,248,135,408,341,"0.230769230769231",16
"127","img-1111.png",1416,314,440,700,469,480,438,363,405,523,461,"0.5",18
"128","img-1112.png",1497,316,413,683,505,480,486,509,499,502,480,"0.458333333333333",18
"129","img-1113.png",1027,409,315,625,455,363,460,389,300,363,384,"0.354166666666667",25
"130","img-1114.png",1539,407,419,659,472,534,534,509,511,537,546,"0.475",18
"131","img-1115.png",1189,380,43,391,525,471,180,445,481,460,577,"0.756410256410256",8
"132","img-1116.png",1258,180,256,453,624,554,505,448,440,544,530,"0.359649122807018",26
"133","img-1117.png",1242,197,216,502,659,518,467,438,451,499,518,"0.43859649122807",26
"134","img-1118.png",1101,186,251,490,616,467,382,336,340,519,535,"0.345679012345679",1
"135","img-1119.png",752,116,1,232,480,542,441,80,21,98,489,"0.466666666666667",17
"136","img-112.png",557,416,427,219,205,169,80,145,596,476,384,"0.427083333333333",21
"137","img-1120.png",712,78,36,98,585,679,268,281,288,232,301,"0.52991452991453",17
"138","img-1121.png",437,322,48,339,95,225,410,419,226,250,384,"0.333333333333333",23
"139","img-1122.png",589,285,335,685,552,349,357,61,210,230,159,"0.3125",24
"140","img-1123.png",725,285,335,673,552,303,188,256,161,345,384,"0.28125",14
"141","img-1124.png",23,236,312,39,7,125,376,277,183,190,6,"0.0866666666666667",13
"142","img-1125.png",460,27,49,304,465,291,290,255,252,223,500,"0.517730496453901",22
"143","img-1126.png",517,264,298,548,286,417,472,395,368,218,274,"0.2",10
"144","img-1127.png",1025,285,344,567,386,472,441,395,326,218,312,"0.25",10
"145","img-1128.png",939,244,453,500,332,417,499,509,202,218,345,"0.4",10
"146","img-1129.png",1137,285,179,528,552,516,543,528,126,62,345,"0.35",25
"147","img-113.png",425,474,188,315,252,193,83,184,545,432,388,"0.41",21
"148","img-1130.png",947,31,29,328,562,392,343,303,300,366,579,"0.651851851851852",11
"149","img-1131.png",833,31,63,388,550,356,265,283,336,375,529,"0.614814814814815",14
"150","img-1132.png",767,325,14,484,503,443,465,302,376,432,419,"0.34",11
"151","img-1133.png",611,51,210,589,497,429,266,140,105,295,144,"0.289473684210526",24
"152","img-1134.png",1089,369,5,489,701,563,442,363,161,276,322,"0.305555555555556",25
"153","img-1135.png",158,443,397,437,158,189,125,304,109,127,205,"0.198863636363636",13
"154","img-1136.png",909,271,93,249,384,447,471,129,257,350,562,"0.923076923076923",11
"155","img-1137.png",757,447,355,301,205,256,177,181,550,495,416,"0.472222222222222",21
"156","img-1138.png",230,266,101,152,71,70,7,455,467,422,401,"0.298387096774194",27
"157","img-1139.png",251,104,33,132,231,45,123,94,305,278,307,"0.209677419354839",5
"158","img-114.png",414,377,455,184,174,142,80,224,538,455,384,"0.354166666666667",21
"160","img-1141.png",782,195,35,437,356,379,343,236,300,383,227,"0.333333333333333",16
"161","img-1142.png",554,274,209,687,311,453,432,276,281,239,255,"0.178571428571429",24
"162","img-1143.png",781,217,93,706,517,295,423,30,135,350,341,"0.384615384615385",30
"163","img-1144.png",1079,326,30,495,635,332,413,366,300,420,344,"0.393939393939394",25
"164","img-1145.png",844,17,205,459,617,530,163,136,159,419,256,"0.340425531914894",30
"165","img-1146.png",1198,131,99,563,489,417,441,395,411,335,388,"0.4",26
"166","img-1147.png",1033,96,136,656,468,417,465,395,376,403,362,"0.38",25
"167","img-1148.png",283,318,323,492,205,205,233,371,274,207,250,"0.24375",2
"168","img-1149.png",37,422,161,120,342,178,3,6,84,382,151,"0.151785714285714",5
"169","img-115.png",590,361,491,232,191,192,153,294,587,455,384,"0.364583333333333",21
"170","img-1150.png",1058,282,398,572,277,271,355,459,471,523,373,"0.342105263157895",9
"171","img-1151.png",834,416,1,65,186,362,516,578,600,512,520,"0.470588235294118",12
"172","img-1152.png",1311,429,1,73,275,390,534,509,592,596,608,"0.6875",7
"173","img-1153.png",559,377,1,60,218,309,467,486,527,538,493,"0.473684210526316",23
"174","img-1154.png",768,254,1,140,329,444,544,574,527,538,442,"0.421052631578947",19
"175","img-1155.png",1471,253,422,673,378,332,493,341,570,567,535,"0.444444444444444",18
"176","img-1156.png",947,336,60,437,495,390,102,236,473,461,384,"0.5",14
"177","img-1157.png",912,220,468,612,436,440,269,224,300,250,412,"0.3125",10
"178","img-1158.png",342,267,472,650,347,320,404,341,511,206,43,"0.111111111111111",2
"179","img-1159.png",613,251,514,678,378,408,448,394,511,276,85,"0.138888888888889",10
"180","img-116.png",516,389,438,181,175,171,139,236,569,469,419,"0.4",21
"181","img-1160.png",464,67,21,7,437,574,166,113,434,284,291,"0.601626016260163",22
"182","img-1161.png",705,67,34,16,586,496,217,138,461,314,417,"0.739837398373984",22
"183","img-1162.png",38,456,493,252,144,157,121,64,80,59,90,"0.121212121212121",13
"184","img-1163.png",25,313,540,183,136,74,70,52,54,46,47,"0.101538461538462",13
"185","img-1164.png",66,442,498,320,168,122,102,88,88,77,122,"0.139393939393939",13
"186","img-1165.png",145,431,381,422,100,138,116,263,177,90,136,"0.217391304347826",13
"187","img-1166.png",898,195,298,516,393,417,441,395,141,267,370,"0.4",10
"188","img-1167.png",536,159,362,470,220,277,323,87,99,256,349,"0.352941176470588",24
"189","img-1168.png",527,336,75,402,364,99,188,309,265,290,295,"0.3125",16
"190","img-1169.png",335,74,153,545,723,427,107,256,292,290,317,"0.203125",4
"191","img-117.png",408,460,383,136,175,146,139,184,561,444,376,"0.38",21
"192","img-1170.png",394,74,75,553,625,370,248,287,265,153,337,"0.328125",4
"193","img-1171.png",538,110,164,437,378,263,102,179,240,328,322,"0.366666666666667",24
"194","img-1172.png",262,12,1,11,106,107,86,68,135,146,177,"0.230769230769231",5
"195","img-1173.png",824,416,225,284,299,349,248,256,421,440,461,"0.5625",14
"196","img-1174.png",1020,25,3,340,682,629,386,259,365,494,426,"0.36046511627907",11
"198","img-1176.png",539,408,285,648,269,423,364,315,78,279,287,"0.230769230769231",24
"199","img-1177.png",1009,81,25,276,670,593,529,264,269,247,355,"0.263157894736842",11
"200","img-1178.png",790,264,26,301,292,175,188,588,550,414,363,"0.416666666666667",12
"201","img-1179.png",235,322,37,398,630,455,235,286,291,83,58,"0.172413793103448",4
"202","img-118.png",1083,425,1,6,477,676,643,629,429,154,184,"0.235294117647059",29
"203","img-1180.png",944,107,1,167,311,367,381,212,338,239,255,"0.5",17
"204","img-1181.png",947,344,1,64,455,516,460,159,161,179,437,"0.416666666666667",17
"205","img-1182.png",605,153,241,458,396,332,47,4,226,290,295,"0.291666666666667",24
"206","img-1183.png",1283,214,136,251,495,590,370,509,473,523,471,"0.45",8
"207","img-1184.png",254,139,44,136,238,122,139,80,279,371,214,"0.22",5
"211","img-1188.png",35,405,421,215,10,71,41,276,98,37,89,"0.160714285714286",13
"212","img-1189.png",61,386,457,230,38,41,66,352,44,91,89,"0.178571428571429",13
"213","img-119.png",481,381,200,353,411,132,275,230,234,213,269,"0.340909090909091",5
"214","img-1190.png",91,405,468,157,46,71,80,321,108,129,133,"0.196428571428571",13
"215","img-1191.png",488,339,138,565,425,305,477,315,540,279,146,"0.153846153846154",16
"216","img-1192.png",954,141,428,662,400,401,571,437,562,304,146,"0.237179487179487",10
"217","img-1193.png",970,148,227,658,448,418,549,510,586,365,155,"0.203947368421053",10
"218","img-1194.png",1019,434,168,116,704,475,209,334,378,368,358,"0.785714285714286",11
"219","img-1195.png",1278,404,87,116,722,501,296,407,449,467,517,"0.857142857142857",8
"220","img-1196.png",1267,404,168,232,531,453,381,463,449,368,532,"0.880952380952381",8
"221","img-1197.png",1400,404,168,167,729,475,445,370,449,492,507,"0.904761904761905",8
"222","img-1198.png",1389,404,168,167,715,601,476,370,300,467,507,"0.785714285714286",26
"223","img-1199.png",993,348,136,83,534,713,398,395,240,202,274,"0.3",11
"224","img-12.png",494,220,225,513,332,327,357,256,265,290,250,"0.296875",24
"225","img-120.png",621,476,58,232,455,265,258,250,378,328,322,"0.30952380952381",16
"226","img-1200.png",1457,377,168,293,729,453,476,435,449,467,554,"0.857142857142857",28
"227","img-1201.png",855,390,34,3,483,623,533,335,175,222,383,"0.772357723577236",17
"228","img-1202.png",652,370,208,568,351,348,392,327,348,437,366,"0.303030303030303",10
"229","img-1203.png",753,225,159,545,415,332,410,411,368,424,353,"0.416666666666667",10
"230","img-1204.png",823,68,70,560,502,436,468,384,347,459,349,"0.294117647058824",30
"231","img-1205.png",925,58,471,570,397,387,374,370,411,359,310,"0.485714285714286",10
"232","img-1206.png",1,450,341,56,8,10,4,7,8,6,13,"0.095679012345679",13
"233","img-1207.png",632,471,179,172,520,480,269,294,300,179,322,"0.333333333333333",16
"234","img-1208.png",706,442,179,284,591,390,120,363,435,394,322,"0.375",16
"235","img-1209.png",1078,244,398,605,251,271,436,357,568,487,507,"0.447368421052632",9
"236","img-121.png",694,326,55,127,367,516,480,270,309,338,332,"0.295454545454545",17
"237","img-1210.png",126,389,507,221,73,96,158,294,153,166,178,"0.203703703703704",13
"238","img-1211.png",140,361,534,245,93,96,158,307,31,166,193,"0.222222222222222",13
"239","img-1212.png",123,361,518,186,61,116,112,321,138,129,179,"0.223214285714286",13
"240","img-1213.png",173,431,451,377,79,107,188,332,173,165,177,"0.192307692307692",13
"241","img-1214.png",114,431,472,279,58,83,144,294,161,128,201,"0.203703703703704",13
"242","img-1215.png",569,32,1,99,246,265,319,212,281,368,358,"0.25",22
"243","img-1216.png",971,219,43,191,384,578,423,375,481,504,447,"0.384615384615385",19
"244","img-1217.png",787,187,1,44,52,41,29,435,449,467,452,"0.357142857142857",12
"245","img-1218.png",719,476,93,111,486,447,364,426,321,350,287,"0.269230769230769",19
"246","img-1219.png",824,377,142,437,536,552,410,363,435,363,480,"0.354166666666667",11
"247","img-122.png",775,381,125,378,513,396,209,294,300,328,358,"0.380952380952381",16
"248","img-1220.png",546,181,93,699,683,325,264,129,9,319,368,"0.326923076923077",24
"249","img-1221.png",1366,483,218,315,356,417,499,461,411,554,583,"0.75",8
"250","img-1222.png",1594,444,298,375,495,559,534,509,411,601,618,"0.9",28
"251","img-1223.png",1578,449,298,548,670,417,534,509,411,554,583,"0.85",18
"252","img-1224.png",33,371,190,171,39,40,500,122,129,257,69,"0.117021276595745",13
"253","img-1225.png",1145,161,209,497,513,501,381,370,300,467,474,"0.69047619047619",1
"254","img-1226.png",1493,141,209,464,615,630,534,463,524,467,517,"0.714285714285714",28
"255","img-1227.png",1174,170,403,548,509,610,550,443,352,267,419,"0.366666666666667",9
"256","img-1228.png",733,478,1,22,159,332,493,294,468,557,535,"0.666666666666667",19
"257","img-1229.png",1031,473,1,232,292,175,343,294,300,328,466,"0.555555555555556",3
"258","img-123.png",412,446,55,209,432,431,149,230,273,259,239,"0.272727272727273",5
"259","img-1230.png",352,156,44,136,336,340,352,236,462,335,576,"0.64",22
"260","img-1231.png",836,156,75,258,396,516,486,446,368,576,629,"0.645833333333333",19
"261","img-1232.png",346,328,86,93,170,258,467,551,553,44,373,"0.421052631578947",23
"262","img-1233.png",1066,329,1,127,520,670,628,419,435,328,201,"0.333333333333333",29
"263","img-1234.png",46,429,446,301,43,57,62,169,82,35,60,"0.185185185185185",13
"264","img-1235.png",312,172,1,548,591,493,215,19,88,26,41,"0.2",4
"265","img-1236.png",674,267,1,232,534,590,513,80,88,98,122,"0.266666666666667",17
"266","img-1237.png",108,384,179,240,216,62,41,75,218,75,281,"0.273809523809524",13
"267","img-1238.png",133,388,165,285,207,56,46,205,119,373,240,"0.439024390243902",13
"268","img-1239.png",498,83,136,595,304,310,370,134,240,202,274,"0.166666666666667",24
"269","img-124.png",422,403,158,268,432,403,149,189,234,300,239,"0.295454545454545",5
"270","img-1240.png",593,476,8,300,519,318,378,330,255,249,263,"0.225806451612903",16
"271","img-1241.png",572,446,8,321,494,293,322,300,283,249,210,"0.32258064516129",16
"273","img-1243.png",1382,15,89,504,680,620,496,361,459,454,468,"0.425531914893617",26
"274","img-1244.png",1332,289,16,360,592,677,534,430,418,462,436,"0.404255319148936",26
"275","img-1245.png",1546,64,81,412,681,707,577,456,497,485,477,"0.466666666666667",28
"276","img-1246.png",304,128,235,637,677,516,281,114,43,98,122,"0.2",4
"277","img-1247.png",1443,403,263,437,526,516,392,464,511,496,428,"0.545454545454545",18
"278","img-1248.png",945,462,263,542,649,252,311,464,273,300,366,"0.272727272727273",25
"279","img-1249.png",1182,267,1,11,269,487,294,375,481,504,287,"0.230769230769231",3
"280","img-125.png",285,394,92,82,239,252,246,449,636,316,117,"0.242424242424242",27
"281","img-1250.png",960,340,48,64,378,516,507,294,300,455,437,"0.875",3
"282","img-1251.png",436,429,285,236,226,210,188,557,474,408,341,"0.326923076923077",27
"283","img-1252.png",583,461,321,284,261,269,176,557,490,408,397,"0.403846153846154",27
"284","img-1253.png",1305,151,194,451,591,524,513,419,505,406,393,"0.416666666666667",26
"285","img-1254.png",1501,427,121,247,530,642,566,509,511,440,461,"0.46875",28
"286","img-1255.png",1197,427,75,247,505,642,447,256,368,476,461,"0.4375",8
"287","img-1256.png",1420,427,121,247,478,567,534,582,592,510,384,"0.40625",29
"288","img-1257.png",1204,257,289,301,159,292,579,483,468,485,492,"0.666666666666667",3
"289","img-1258.png",1135,184,1,296,544,645,553,590,535,279,287,"0.307692307692308",29
"290","img-1259.png",170,156,73,416,690,417,139,37,26,98,122,"0.22",4
"291","img-126.png",747,448,214,437,347,307,276,117,235,565,450,"0.444444444444444",14
"292","img-1260.png",1061,271,148,307,350,413,381,435,338,117,597,"0.857142857142857",3
"293","img-1261.png",419,221,422,387,235,292,314,272,253,276,264,"0.291666666666667",2
"294","img-1262.png",1093,214,200,382,526,375,534,464,425,443,476,"0.363636363636364",26
"295","img-1263.png",948,253,461,529,303,447,510,375,321,209,5,"0.384615384615385",10
"296","img-1264.png",700,403,58,497,471,453,343,407,338,117,292,"0.30952380952381",16
"297","img-1265.png",926,303,1,8,122,122,215,179,486,610,618,"0.866666666666667",12
"298","img-1266.png",808,460,55,542,526,252,71,580,511,376,366,"0.318181818181818",25
"300","img-1268.png",117,88,78,260,41,64,15,11,29,15,170,"0.274193548387097",13
"301","img-1269.png",1153,393,148,127,513,708,572,53,218,418,358,"0.392857142857143",6
"302","img-127.png",734,229,341,328,193,211,177,83,585,505,427,"0.444444444444444",21
"303","img-1270.png",326,68,1,10,148,453,381,23,338,589,578,"0.714285714285714",22
"304","img-1271.png",1196,72,197,354,539,662,584,457,420,378,439,"0.391891891891892",26
"305","img-1272.png",1003,86,106,315,513,641,640,482,449,467,435,"0.371428571428571",26
"306","img-1273.png",873,72,140,364,557,644,613,417,285,283,290,"0.279411764705882",30
"307","img-1274.png",1080,72,128,319,520,624,579,400,414,394,384,"0.402777777777778",26
"308","img-1275.png",1108,86,128,319,520,624,579,439,452,470,437,"0.402777777777778",26
"309","img-1276.png",1175,471,103,387,520,440,460,419,368,179,507,"0.416666666666667",25
"310","img-1277.png",69,361,528,204,73,69,78,198,40,30,112,"0.175925925925926",13
"311","img-1278.png",119,431,472,393,83,112,78,198,153,102,166,"0.222222222222222",13
"312","img-1279.png",297,471,55,382,543,279,26,85,130,259,239,"0.181818181818182",5
"313","img-128.png",632,206,341,347,260,211,144,40,534,519,450,"0.407407407407407",21
"314","img-1280.png",400,116,67,134,212,96,47,58,360,189,347,"0.37037037037037",22
"315","img-1281.png",1039,412,285,616,439,528,444,375,416,408,368,"0.288461538461538",25
"316","img-1282.png",929,469,457,524,332,367,453,276,338,305,328,"0.392857142857143",10
"317","img-1283.png",813,320,534,406,358,315,314,363,322,328,363,"0.333333333333333",10
"318","img-1284.png",93,391,525,219,66,142,188,79,118,111,74,"0.208333333333333",13
"319","img-1285.png",111,377,516,297,95,85,223,145,86,65,191,"0.1875",13
"320","img-1286.png",100,316,350,359,92,79,151,172,100,107,68,"0.217391304347826",13
"321","img-1287.png",889,277,121,567,426,427,447,202,71,541,507,"0.34375",14
"322","img-1288.png",43,383,511,217,129,167,141,92,73,60,107,"0.134328358208955",13
"323","img-1289.png",1253,22,271,569,689,520,407,360,365,423,438,"0.383720930232558",1
"324","img-129.png",550,434,332,546,381,222,234,110,160,248,568,"0.507246376811594",24
"325","img-1290.png",213,143,555,280,116,179,119,485,239,142,173,"0.218085106382979",2
"326","img-1291.png",301,355,508,483,205,225,149,363,395,103,188,"0.267045454545455",2
"327","img-1292.png",183,364,500,272,122,149,113,466,282,128,199,"0.222222222222222",2
"328","img-1293.png",384,435,379,532,181,161,208,383,541,184,228,"0.255681818181818",2
"329","img-1294.png",1262,438,432,687,390,453,534,435,449,368,255,"0.642857142857143",9
"330","img-1295.png",497,316,146,131,40,90,392,505,325,411,456,"0.446969696969697",23
"331","img-1296.png",735,266,575,315,211,296,441,516,473,281,169,"0.291666666666667",10
"332","img-1297.png",449,260,559,190,205,214,391,558,362,179,111,"0.217741935483871",2
"333","img-1298.png",563,260,569,218,164,260,365,564,437,216,170,"0.25",2
"334","img-1299.png",594,260,541,235,222,290,420,555,392,179,225,"0.2265625",2
"335","img-13.png",333,277,351,215,76,97,212,589,293,292,318,"0.321428571428571",27
"336","img-130.png",851,385,232,546,607,272,206,157,160,219,584,"0.594202898550725",14
"337","img-1300.png",555,255,533,203,183,254,414,562,448,201,124,"0.266129032258065",2
"338","img-1301.png",623,283,533,300,210,260,405,525,467,278,195,"0.25",2
